Overall Qual,Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,Year Built,Year Remod/Add,Full Bath,TotRms AbvGrd,Neighborhood,SalePrice,Age of House
7,1614,3.0,878.0,1614.0,1614,2005,2006,2,7,NridgHt,245700,18
8,1721,2.0,554.0,1721.0,1721,2005,2005,2,7,NridgHt,232698,19
8,1828,3.0,876.0,1298.0,1298,2006,2007,2,7,NridgHt,250000,17
6,1362,2.0,460.0,1362.0,1362,2005,2006,2,6,NridgHt,194700,18
6,1302,2.0,631.0,1302.0,1302,2005,2006,1,5,NridgHt,204000,18
6,1302,2.0,631.0,1302.0,1302,2005,2006,1,5,NridgHt,200000,18
6,1362,2.0,460.0,1362.0,1362,2005,2006,2,6,NridgHt,207000,18
8,1554,2.0,627.0,1554.0,1554,2006,2006,2,6,NridgHt,209500,18
8,1554,2.0,627.0,1554.0,1554,2006,2006,2,6,NridgHt,209500,18
8,1370,2.0,484.0,1370.0,1370,2006,2006,2,6,NridgHt,202500,18
9,1577,2.0,564.0,1577.0,1577,2005,2005,2,6,NridgHt,280000,19
9,1561,2.0,556.0,1561.0,1561,2005,2005,2,6,NridgHt,277500,19
9,1869,2.0,617.0,1869.0,1869,2007,2007,2,6,NridgHt,318061,17
8,1324,2.0,550.0,1324.0,1324,2006,2006,2,6,NridgHt,221370,18
7,1405,2.0,478.0,1405.0,1405,2003,2003,2,6,NridgHt,200000,21
6,1496,2.0,572.0,768.0,768,2007,2007,3,7,Gilbert,181755,17
6,1536,2.0,400.0,768.0,768,2005,2006,2,6,Gilbert,176000,18
6,1484,2.0,393.0,783.0,783,2005,2007,2,8,Gilbert,178900,17
7,1458,2.0,454.0,608.0,608,2006,2007,2,6,Gilbert,168165,17
6,1495,2.0,440.0,738.0,738,2006,2006,2,7,Gilbert,171925,18
6,1746,3.0,350.0,698.0,698,2006,2007,2,6,Gilbert,198444,17
6,1326,2.0,388.0,1326.0,1326,2005,2005,2,6,Gilbert,203000,19
7,1456,2.0,400.0,728.0,728,2007,2007,2,8,Gilbert,179540,17
7,1302,2.0,436.0,1302.0,1302,2007,2007,2,6,Gilbert,176485,17
7,1340,2.0,396.0,1340.0,1340,2007,2007,2,6,Gilbert,181134,17
6,1412,2.0,432.0,616.0,616,2006,2007,2,6,Gilbert,156932,17
6,1504,2.0,440.0,752.0,752,2007,2007,2,6,Gilbert,166000,17
7,1456,2.0,400.0,728.0,728,2007,2007,2,7,Gilbert,177594,17
7,1258,2.0,462.0,1246.0,1258,2007,2007,2,6,Gilbert,173500,17
7,1258,3.0,648.0,1258.0,1258,2006,2007,2,6,Blmngtn,172500,17
7,1402,3.0,648.0,1258.0,1402,2006,2007,0,7,Blmngtn,194201,17
8,1589,3.0,630.0,1406.0,1589,2003,2003,2,7,Blmngtn,226500,21
7,1266,2.0,388.0,1266.0,1266,2007,2007,2,6,Blmngtn,185485,17
7,1530,3.0,630.0,1530.0,1530,2004,2004,2,7,Gilbert,259000,20
7,1119,2.0,437.0,835.0,1119,2004,2005,2,5,Gilbert,188500,19
7,1374,2.0,400.0,384.0,744,2004,2004,2,8,Gilbert,175000,20
7,1959,2.0,434.0,847.0,847,2004,2005,2,8,Gilbert,215000,19
7,1525,2.0,534.0,1510.0,1525,2006,2006,2,6,Gilbert,206580,18
7,1720,2.0,440.0,840.0,840,2004,2004,2,7,Gilbert,183500,20
7,1394,2.0,400.0,384.0,754,2003,2003,2,7,Gilbert,165500,21
7,1948,2.0,434.0,847.0,847,2003,2003,2,8,Gilbert,211000,21
6,1690,2.0,463.0,924.0,948,2000,2000,2,7,Gilbert,181000,24
7,1995,2.0,435.0,854.0,864,2002,2002,2,8,Gilbert,219500,22
6,1647,2.0,460.0,953.0,953,1999,2000,2,7,Gilbert,175000,24
7,1430,2.0,400.0,384.0,774,2000,2000,2,8,Gilbert,170000,24
7,1320,2.0,400.0,660.0,660,2003,2003,2,6,Gilbert,162000,21
6,1690,2.0,442.0,915.0,940,2000,2000,2,7,Gilbert,187000,24
6,1644,2.0,460.0,941.0,961,1999,2000,2,7,Gilbert,185000,24
10,4476,3.0,813.0,2396.0,2411,1996,1996,3,10,NoRidge,745000,28
8,2551,3.0,925.0,1779.0,1779,1997,1998,2,8,NoRidge,384500,26
8,2285,3.0,648.0,969.0,997,2000,2000,2,8,NoRidge,248000,24
10,2633,3.0,804.0,2633.0,2633,2001,2002,2,8,NoRidge,466500,22
9,3078,3.0,806.0,1408.0,1671,1998,1998,2,9,NoRidge,410000,26
8,2582,3.0,758.0,1389.0,1411,1998,1999,2,9,NoRidge,322500,25
7,2385,3.0,600.0,1066.0,1108,1998,1998,2,8,NoRidge,252000,26
10,4316,3.0,832.0,2444.0,2444,1994,1995,3,10,NoRidge,755000,29
7,2013,2.0,455.0,1117.0,1127,1996,1997,2,8,NoRidge,269790,27
7,2398,3.0,834.0,1379.0,1383,1996,1997,2,8,NoRidge,315750,27
7,2520,3.0,721.0,1203.0,1214,1995,1995,2,9,NoRidge,290000,29
8,2531,3.0,752.0,1318.0,1328,1995,1995,2,9,NoRidge,290000,29
8,3228,2.0,546.0,3200.0,3228,1992,1993,3,10,NoRidge,430000,31
8,2202,2.0,517.0,1105.0,1105,1992,1993,2,9,NoRidge,263000,31
8,2538,3.0,933.0,1325.0,1335,1996,1997,2,8,NoRidge,330000,27
7,1369,2.0,605.0,1369.0,1369,2007,2007,2,5,Somerst,213133,17
8,1542,3.0,852.0,1542.0,1542,2007,2007,2,6,Somerst,260261,17
9,1905,3.0,788.0,1905.0,1905,2006,2006,2,8,Somerst,320000,18
8,1464,3.0,754.0,1485.0,1464,2007,2007,2,6,Somerst,282922,17
8,1534,2.0,484.0,1524.0,1534,2006,2006,2,7,Somerst,215000,18
10,1966,3.0,1092.0,1966.0,1966,2007,2007,2,6,Somerst,419005,17
8,1636,3.0,865.0,1623.0,1636,2006,2006,2,8,Somerst,255000,18
8,1795,3.0,895.0,1795.0,1795,2006,2007,2,7,Somerst,147000,17
7,1528,2.0,480.0,1528.0,1528,2007,2007,3,6,Somerst,235876,17
7,1726,3.0,786.0,1726.0,1726,2007,2007,2,8,Somerst,311872,17
7,1689,3.0,954.0,1689.0,1689,2007,2007,2,7,Somerst,248328,17
8,1588,3.0,825.0,1588.0,1588,2006,2006,2,7,Somerst,227000,18
8,1538,2.0,484.0,1538.0,1538,2005,2005,2,7,Somerst,260000,19
8,1496,2.0,474.0,1496.0,1496,2007,2007,2,7,Somerst,225000,17
7,1506,2.0,672.0,1494.0,1506,2005,2006,2,7,Somerst,249000,18
8,1694,2.0,636.0,1686.0,1694,2004,2005,2,7,Somerst,307000,19
7,1977,3.0,574.0,982.0,982,2006,2006,2,7,Somerst,250000,18
8,1830,3.0,859.0,1302.0,1302,2006,2006,2,7,Somerst,221300,18
8,1338,2.0,598.0,1338.0,1338,2007,2007,2,6,Somerst,208900,17
7,1335,2.0,575.0,1335.0,1335,2006,2007,2,6,Somerst,210400,17
8,1792,2.0,590.0,896.0,896,2007,2007,2,8,Somerst,255000,17
5,1588,2.0,561.0,725.0,725,2007,2007,3,8,Somerst,212109,17
8,1959,3.0,1025.0,1088.0,1088,2006,2006,2,8,Somerst,270000,18
8,2610,2.0,550.0,1184.0,1184,2007,2007,2,11,Somerst,303477,17
8,1880,3.0,880.0,955.0,955,2007,2007,2,8,Somerst,310013,17
8,1656,3.0,826.0,1656.0,1656,2006,2006,2,7,Somerst,249700,18
7,1761,2.0,578.0,874.0,874,2007,2007,3,7,Somerst,227875,17
8,1584,2.0,594.0,1574.0,1584,2007,2007,2,6,Somerst,261329,17
8,1685,3.0,658.0,1685.0,1685,2006,2006,2,5,Somerst,253000,18
6,2443,3.0,744.0,1158.0,1158,2004,2004,2,9,Somerst,265000,20
8,2466,2.0,610.0,1580.0,1580,2004,2005,3,8,Somerst,340000,19
6,1100,0.0,0.0,1100.0,1100,2006,2007,1,6,SawyerW,146000,17
7,1143,0.0,0.0,1143.0,1143,2006,2006,1,5,SawyerW,147000,18
5,1094,2.0,576.0,1094.0,1094,2003,2004,1,6,SawyerW,149000,20
7,1486,2.0,566.0,1461.0,1486,2006,2006,2,7,SawyerW,181000,18
6,1721,2.0,471.0,928.0,936,1994,1994,2,7,SawyerW,201000,30
6,1820,2.0,492.0,864.0,920,1993,1997,2,7,SawyerW,191750,27
7,1349,2.0,539.0,1349.0,1349,2000,2001,2,6,SawyerW,179000,23
7,1494,2.0,514.0,1482.0,1494,1998,1998,2,5,SawyerW,215000,26
6,1575,2.0,529.0,1575.0,1575,1992,1992,2,5,SawyerW,179200,32
6,1266,1.0,283.0,630.0,630,1980,1980,1,5,SawyerW,128000,44
5,884,2.0,504.0,840.0,884,1983,1983,1,5,SawyerW,144000,41
5,2020,2.0,630.0,0.0,2020,1977,1977,2,10,SawyerW,144000,47
5,894,1.0,308.0,894.0,894,1977,1977,1,5,Sawyer,120750,47
5,970,2.0,624.0,970.0,970,1963,1963,1,5,Sawyer,132500,61
5,1057,2.0,576.0,1057.0,1057,1962,1962,1,6,Sawyer,132000,62
5,999,1.0,264.0,999.0,999,1962,2001,1,6,Sawyer,132500,23
4,1120,2.0,544.0,1040.0,1120,1961,1961,1,5,Sawyer,129000,63
5,1696,1.0,349.0,1140.0,1696,1962,1962,1,8,Sawyer,143900,62
5,1040,2.0,686.0,1040.0,1040,1968,1968,1,5,Sawyer,145000,56
5,988,2.0,572.0,988.0,988,1961,1961,1,5,Sawyer,128500,63
5,902,1.0,288.0,876.0,902,1967,1967,1,6,Sawyer,125500,57
7,2503,2.0,564.0,1223.0,1271,1990,1990,2,7,Veenker,300000,34
7,2167,2.0,518.0,1192.0,1516,1974,2003,2,9,Veenker,294000,21
5,1037,2.0,431.0,1037.0,1037,1974,1974,1,5,Sawyer,129000,50
5,1701,2.0,611.0,1390.0,1701,1975,1981,2,6,Sawyer,171000,43
6,1055,2.0,542.0,1044.0,1055,1973,2006,1,5,Sawyer,147000,18
8,2810,2.0,750.0,1453.0,1453,1990,1990,2,9,NoRidge,302000,34
8,2872,2.0,541.0,1683.0,2129,1992,2000,2,9,NoRidge,285000,24
8,1378,2.0,540.0,1378.0,1378,2004,2004,2,6,Somerst,214000,20
8,1151,2.0,484.0,1141.0,1151,2006,2007,2,5,Somerst,166000,17
8,1565,2.0,476.0,1511.0,1565,2006,2007,2,5,Somerst,193800,17
7,1352,2.0,466.0,1352.0,1352,2006,2007,2,5,Somerst,208900,17
7,1352,2.0,466.0,1352.0,1352,2006,2007,2,5,Somerst,194000,17
8,1550,2.0,528.0,1550.0,1550,2006,2007,2,5,Somerst,207500,17
7,1241,2.0,569.0,1241.0,1241,2006,2007,1,4,Somerst,199900,17
7,1250,2.0,528.0,625.0,625,2006,2007,2,5,Somerst,164700,17
6,1501,2.0,440.0,744.0,757,1999,1999,2,6,Somerst,176500,25
6,1458,2.0,440.0,729.0,729,1999,1999,2,5,Somerst,176000,25
6,1512,2.0,440.0,756.0,756,2000,2000,2,4,Somerst,168500,24
6,1573,2.0,440.0,756.0,769,2000,2000,2,4,Somerst,177000,24
6,1525,2.0,440.0,756.0,769,2000,2000,2,5,Somerst,177000,24
7,1102,2.0,480.0,551.0,551,2004,2004,2,4,Somerst,148800,20
8,1441,2.0,492.0,776.0,764,1999,2000,2,5,Somerst,174000,24
7,1950,2.0,576.0,975.0,975,1997,1998,2,7,Somerst,239000,26
7,1358,2.0,625.0,1339.0,1358,1999,2000,2,5,Somerst,204000,24
8,2048,2.0,552.0,1054.0,1072,2003,2004,2,8,Somerst,301000,20
8,2362,2.0,1105.0,1220.0,1220,1998,1998,2,8,Somerst,312500,26
8,1494,2.0,478.0,1494.0,1494,1994,1995,1,5,Veenker,279700,29
7,2362,2.0,546.0,2002.0,2362,1980,1980,2,8,Veenker,255000,44
5,1432,2.0,588.0,1360.0,1432,1978,1978,1,5,Veenker,194000,46
5,1437,2.0,528.0,1437.0,1437,1976,2004,2,6,Veenker,218000,20
8,1295,2.0,571.0,1057.0,1295,1978,1998,1,4,Greens,213750,26
6,1855,2.0,512.0,528.0,1094,1976,1994,2,7,Veenker,187000,30
6,1262,2.0,460.0,1262.0,1262,1976,1976,2,6,Veenker,181500,48
8,2497,2.0,676.0,2461.0,2497,1981,1981,2,7,Veenker,373000,43
5,2620,2.0,600.0,1361.0,1361,1977,1977,2,12,Sawyer,190000,47
7,1929,2.0,650.0,1057.0,1057,2001,2001,2,7,Somerst,226000,23
6,1152,2.0,412.0,912.0,1152,1968,1968,1,7,NWAmes,143450,56
6,2411,2.0,570.0,1008.0,1403,1970,1970,2,8,NWAmes,240050,54
6,1082,2.0,480.0,973.0,1082,1969,1969,1,6,NWAmes,162500,55
6,1295,2.0,528.0,1295.0,1295,1968,1968,1,6,NWAmes,164000,56
7,1610,2.0,515.0,1124.0,1610,1972,1987,2,8,NWAmes,185000,37
7,1594,2.0,472.0,1594.0,1594,1993,1993,2,6,NWAmes,188500,31
7,2075,2.0,473.0,1148.0,1091,1993,1993,2,8,NWAmes,255000,31
5,1680,2.0,528.0,1680.0,1680,1976,1976,2,8,NWAmes,136905,48
6,1093,2.0,484.0,1093.0,1093,1966,1966,2,6,NWAmes,158500,58
7,1242,2.0,528.0,1242.0,1242,1973,1973,1,6,NWAmes,175500,51
6,1052,1.0,311.0,1052.0,1052,1963,1963,1,6,NWAmes,127000,61
5,1107,1.0,308.0,949.0,1107,1967,1993,1,5,NAmes,127000,31
5,1214,1.0,318.0,1214.0,1214,1967,1967,2,5,NAmes,143000,57
5,1073,2.0,515.0,1073.0,1073,1965,1965,1,6,NAmes,156000,59
5,1344,1.0,484.0,1024.0,1344,1958,1983,1,6,NAmes,144000,41
5,1728,1.0,352.0,1728.0,1728,1964,1964,2,10,NAmes,119000,60
4,1224,3.0,530.0,0.0,1224,1964,1964,2,8,NAmes,103000,60
5,1422,1.0,286.0,978.0,1422,1960,1978,1,6,NAmes,139900,46
6,958,1.0,301.0,958.0,958,1960,1998,1,5,NAmes,151500,26
5,1065,2.0,461.0,1065.0,1065,1960,1960,1,6,NAmes,126500,64
6,1138,1.0,264.0,588.0,1138,1958,1958,1,6,NAmes,145000,66
5,912,1.0,297.0,912.0,912,1958,1985,1,5,NAmes,120000,39
5,1074,2.0,396.0,894.0,1074,1956,1956,1,6,NAmes,124000,68
5,882,1.0,294.0,0.0,882,1959,1959,1,5,NAmes,106500,65
5,1187,2.0,440.0,864.0,1187,1961,1961,1,6,NAmes,140500,63
5,964,2.0,784.0,964.0,964,1961,1961,1,5,NAmes,137500,63
5,894,1.0,312.0,894.0,894,1960,1960,1,5,NAmes,117600,64
7,1200,2.0,440.0,1174.0,1200,1966,1966,2,6,NAmes,163500,58
6,1042,2.0,440.0,1042.0,1042,1965,1965,2,5,NAmes,161000,59
6,1302,1.0,309.0,1302.0,1302,1964,1991,2,7,NAmes,158000,33
6,2154,2.0,539.0,845.0,845,1964,1997,2,8,NAmes,224500,27
6,1374,1.0,286.0,1130.0,1374,1964,1964,1,7,NAmes,147000,60
6,1652,2.0,510.0,1592.0,1652,1959,1991,1,6,NAmes,200000,33
6,1429,2.0,572.0,1144.0,1429,1960,1987,1,7,NAmes,181900,37
5,1327,2.0,624.0,1063.0,1327,1959,2002,1,7,NAmes,150750,22
4,1224,2.0,462.0,0.0,1224,1962,1962,2,6,NAmes,101800,62
6,932,1.0,306.0,932.0,932,1950,1950,1,4,NAmes,124000,74
5,908,2.0,512.0,822.0,908,1940,1996,1,4,NAmes,138500,28
1,334,0.0,0.0,0.0,334,1946,1950,1,2,BrkSide,39300,74
3,666,0.0,0.0,666.0,666,1946,1950,1,4,BrkSide,64500,74
3,670,0.0,0.0,370.0,442,1945,1950,1,4,BrkSide,64000,74
5,808,1.0,308.0,808.0,808,1958,2000,1,5,BrkSide,112000,24
6,1977,2.0,540.0,816.0,1127,1964,1978,1,9,NAmes,165000,46
5,1150,1.0,288.0,1078.0,1150,1955,1955,1,6,NAmes,144000,69
5,1920,2.0,400.0,928.0,928,1948,1950,2,10,NAmes,137000,74
5,1376,1.0,240.0,768.0,968,1941,1950,1,6,NAmes,105000,74
5,1644,1.0,312.0,728.0,888,1942,1995,1,7,NAmes,146500,29
5,1560,3.0,792.0,1560.0,1560,1968,1968,2,8,NAmes,126000,56
5,1280,2.0,432.0,793.0,1280,1966,1966,2,6,NAmes,175000,58
6,1254,2.0,525.0,1218.0,1254,1961,1961,1,6,NAmes,158500,63
5,912,1.0,275.0,912.0,912,1958,1958,1,5,NAmes,114500,66
5,1524,1.0,315.0,874.0,874,1958,1958,1,7,NAmes,144000,66
6,2380,2.0,596.0,1021.0,1465,1965,1979,2,7,NAmes,129000,45
6,936,1.0,315.0,936.0,936,1957,1999,1,4,NAmes,141000,25
5,1008,1.0,308.0,1008.0,1008,1956,1956,1,6,NAmes,131000,68
5,1053,2.0,692.0,1053.0,1053,1963,1963,1,6,NAmes,142100,61
5,1056,1.0,308.0,1056.0,1056,1958,1992,1,6,NAmes,139000,32
6,1442,1.0,301.0,1442.0,1442,1958,1958,1,7,NAmes,157900,66
5,1056,1.0,260.0,1056.0,1056,1954,2005,1,6,NAmes,139400,19
6,1244,1.0,336.0,1244.0,1244,1957,1957,1,6,NAmes,150000,67
5,1144,1.0,336.0,1144.0,1144,1960,1960,1,6,NAmes,120000,64
6,1721,2.0,464.0,1331.0,1721,1957,1969,1,8,NAmes,174850,55
5,922,1.0,308.0,922.0,922,1957,1957,1,5,NAmes,116000,67
5,1048,1.0,286.0,1048.0,1048,1956,1956,1,6,NAmes,135000,68
6,1657,2.0,484.0,1657.0,1657,1970,1970,2,7,NAmes,163500,54
5,1411,1.0,310.0,1204.0,1411,1955,1975,1,7,NAmes,130000,49
5,1216,1.0,336.0,1216.0,1216,1955,1955,1,5,NAmes,129500,69
5,1154,1.0,336.0,864.0,1154,1953,2006,1,6,NAmes,142000,18
5,1560,2.0,484.0,1560.0,1560,1958,1958,2,8,NAmes,128600,66
6,948,2.0,410.0,948.0,948,1952,1952,1,5,NAmes,125000,72
6,1040,1.0,293.0,1040.0,1040,1953,1953,1,6,NAmes,136000,71
5,1008,1.0,240.0,1008.0,1008,1953,2006,1,6,NAmes,134500,18
5,925,1.0,252.0,925.0,925,1956,2003,1,5,NAmes,127000,21
5,1360,2.0,572.0,384.0,1360,1955,1955,1,6,NAmes,130000,69
4,1540,1.0,352.0,1190.0,1040,1955,1955,1,7,NAmes,115000,69
5,925,1.0,390.0,923.0,925,1955,1955,1,5,NAmes,116900,69
5,928,1.0,252.0,928.0,928,1956,2000,1,4,NAmes,132000,24
4,1647,1.0,280.0,1105.0,1647,1953,1953,1,6,NAmes,153000,71
5,924,1.0,420.0,924.0,924,1952,1952,1,6,OldTown,112500,72
4,1544,0.0,0.0,925.0,1000,1890,2006,2,7,OldTown,138000,18
5,893,2.0,576.0,845.0,893,1949,2003,1,4,NAmes,135000,21
5,1728,1.0,371.0,1216.0,1216,1953,2004,1,7,NAmes,156000,20
5,3086,3.0,1200.0,666.0,1308,1935,2007,3,9,NAmes,301600,17
5,1034,1.0,240.0,735.0,735,1940,1950,1,5,OldTown,109000,74
4,882,0.0,0.0,882.0,882,1956,1956,1,4,OldTown,103200,68
4,1281,2.0,580.0,1151.0,845,1925,1993,2,6,OldTown,128500,31
4,968,1.0,216.0,656.0,968,1927,2007,2,5,OldTown,64500,17
5,1534,0.0,0.0,736.0,751,1895,1999,1,6,OldTown,148000,25
5,691,1.0,216.0,691.0,691,1920,1950,1,4,OldTown,86000,74
7,1651,1.0,276.0,725.0,1035,1963,1999,2,6,NAmes,172000,25
5,888,1.0,240.0,920.0,888,1961,1961,1,5,NAmes,120000,63
6,952,1.0,288.0,952.0,952,1968,1968,1,5,NAmes,128500,56
5,2080,2.0,504.0,1040.0,1040,1969,1969,1,9,NAmes,135000,55
5,924,2.0,576.0,672.0,672,1949,2006,1,6,NAmes,122900,18
6,1082,1.0,240.0,1082.0,1082,1948,1950,1,5,NAmes,119200,74
6,1846,1.0,315.0,1040.0,1168,1949,1950,2,7,NAmes,143000,74
5,988,1.0,276.0,876.0,988,1950,1950,1,6,NAmes,119000,74
5,1238,1.0,357.0,864.0,1238,1950,1950,1,6,NAmes,102000,74
5,864,2.0,720.0,864.0,864,1950,2002,1,5,NAmes,129000,22
5,1134,1.0,254.0,1010.0,1134,1960,2002,1,6,NAmes,135000,22
5,1040,1.0,286.0,1040.0,1040,1959,2003,1,6,NAmes,152000,21
5,1170,1.0,338.0,1170.0,1170,1958,1958,1,6,NAmes,140000,66
5,1242,1.0,324.0,1242.0,1242,1960,1960,1,6,NAmes,152000,64
5,1377,1.0,351.0,1377.0,1377,1960,1960,1,6,NAmes,156500,64
5,1800,0.0,0.0,1800.0,1800,1961,1961,2,10,NAmes,141000,63
5,925,1.0,300.0,0.0,925,1961,1961,1,7,NAmes,99000,63
6,1851,2.0,440.0,822.0,1020,1964,1993,2,7,NAmes,187000,31
5,1812,1.0,264.0,864.0,876,1962,1962,2,8,NAmes,169500,62
5,864,1.0,294.0,864.0,864,1962,1962,1,5,NAmes,125500,62
5,936,1.0,288.0,896.0,936,1962,1962,1,6,NAmes,130000,62
5,960,2.0,576.0,850.0,960,1926,1980,1,5,OldTown,103000,44
5,1432,2.0,360.0,264.0,768,1910,2002,2,7,OldTown,132000,22
6,1296,2.0,576.0,845.0,866,1927,1950,1,6,OldTown,127500,74
5,1022,1.0,184.0,1022.0,1022,1922,1950,1,4,OldTown,89500,74
5,936,2.0,672.0,936.0,936,1980,1980,1,4,OldTown,140000,44
5,967,1.0,180.0,967.0,967,1920,1990,1,5,OldTown,99900,34
4,1047,1.0,273.0,641.0,1047,1885,1995,1,6,OldTown,100000,29
5,1072,2.0,379.0,808.0,1072,1940,1950,1,5,OldTown,130000,74
5,1174,2.0,576.0,680.0,680,1900,2006,1,6,OldTown,135000,18
3,1183,1.0,308.0,649.0,679,1948,2002,1,6,OldTown,120000,22
4,1131,2.0,672.0,907.0,1131,1937,2000,1,7,OldTown,89471,24
4,1141,1.0,252.0,570.0,761,1900,1950,1,6,OldTown,85000,74
4,960,1.0,308.0,960.0,960,1920,1950,1,5,OldTown,108500,74
4,1798,2.0,342.0,1075.0,1156,1900,1950,2,7,OldTown,137000,74
5,866,0.0,0.0,686.0,866,1945,1997,1,4,OldTown,110500,27
5,968,2.0,480.0,968.0,968,1923,2006,1,5,OldTown,100000,18
8,1772,2.0,816.0,725.0,909,1910,1999,2,7,OldTown,184900,25
6,1642,1.0,374.0,728.0,914,1927,1950,1,9,OldTown,145000,74
5,1472,1.0,250.0,702.0,842,1925,1994,1,6,OldTown,125000,30
5,1232,2.0,480.0,616.0,616,1910,1950,1,6,OldTown,114000,74
5,2337,2.0,560.0,662.0,1422,1900,1950,2,10,OldTown,90000,74
6,1650,2.0,468.0,926.0,991,1910,1990,2,6,OldTown,144100,34
6,2210,1.0,205.0,1008.0,1178,1880,1950,2,8,OldTown,117500,74
5,1358,1.0,336.0,687.0,687,1930,2005,1,6,OldTown,124500,19
7,2454,2.0,576.0,819.0,1312,1879,1987,2,8,OldTown,185000,37
6,2291,2.0,506.0,1214.0,1260,1910,1998,2,9,OldTown,133900,26
6,1616,1.0,216.0,1149.0,1149,1926,2004,2,5,OldTown,152000,20
5,1559,2.0,812.0,1559.0,1559,1948,1973,1,5,OldTown,153500,51
7,2554,2.0,704.0,718.0,1576,1890,1998,1,8,OldTown,159500,26
5,1248,1.0,160.0,912.0,912,1930,1950,1,6,OldTown,87000,74
4,968,1.0,331.0,0.0,968,1956,1956,1,5,OldTown,104500,68
4,1382,1.0,384.0,0.0,1382,1949,2002,2,6,OldTown,110000,22
5,1060,1.0,308.0,756.0,916,1925,1994,1,6,BrkSide,136500,30
5,1435,1.0,308.0,910.0,910,1950,1950,1,6,BrkSide,128250,74
5,1167,2.0,495.0,915.0,1167,1920,1950,1,6,BrkSide,144000,74
6,1635,2.0,440.0,1065.0,915,1923,1950,1,6,BrkSide,210000,74
5,1274,1.0,224.0,728.0,728,1939,1998,2,6,BrkSide,135000,26
6,1232,1.0,217.0,600.0,608,1939,1950,1,6,BrkSide,128000,74
6,1218,2.0,440.0,735.0,869,1941,1950,1,6,BrkSide,131000,74
5,884,1.0,240.0,884.0,884,1939,1950,1,5,BrkSide,113000,74
6,1409,2.0,528.0,861.0,861,1938,1950,1,6,BrkSide,126000,74
5,1322,1.0,280.0,672.0,899,1939,1952,1,7,BrkSide,132000,72
5,1426,1.0,230.0,966.0,1014,1930,1992,1,6,BrkSide,131750,32
5,1281,2.0,379.0,756.0,903,1926,1950,1,6,BrkSide,132500,74
5,1513,1.0,180.0,939.0,939,1920,2004,1,8,BrkSide,137500,20
7,854,2.0,576.0,832.0,854,1929,2001,1,5,BrkSide,132000,23
6,1367,1.0,560.0,884.0,959,1931,1950,1,6,BrkSide,127500,74
6,986,1.0,180.0,960.0,986,1926,1950,1,5,BrkSide,102000,74
6,2264,1.0,408.0,1100.0,1100,1918,1995,2,8,OldTown,200000,29
6,1824,2.0,520.0,764.0,1060,1919,1950,1,8,BrkSide,180500,74
6,1376,2.0,576.0,768.0,752,1920,1950,1,7,BrkSide,165000,74
5,1316,2.0,576.0,750.0,960,1926,1950,1,7,BrkSide,90000,74
6,1396,1.0,384.0,698.0,698,1915,2003,1,7,BrkSide,153575,21
7,1344,2.0,456.0,672.0,672,1929,1990,1,6,OldTown,140000,34
6,2526,1.0,216.0,714.0,1664,1916,1950,2,10,OldTown,136000,74
5,1173,1.0,240.0,592.0,933,1901,1950,2,7,OldTown,113000,74
5,1214,1.0,216.0,969.0,969,1901,1950,1,6,OldTown,117000,74
7,1818,1.0,240.0,1040.0,1226,1931,1950,1,7,IDOTRR,169500,74
7,1108,1.0,280.0,637.0,1108,1930,1950,1,6,IDOTRR,139400,74
6,2294,2.0,658.0,741.0,1497,1963,1963,3,9,IDOTRR,202500,61
6,1355,0.0,0.0,684.0,773,1914,2006,1,7,IDOTRR,127000,18
6,1375,1.0,544.0,780.0,780,1937,1950,1,6,IDOTRR,141000,74
7,1952,1.0,299.0,976.0,976,1950,2005,1,8,IDOTRR,212300,19
6,2180,2.0,720.0,1138.0,1138,1915,1950,1,7,IDOTRR,161000,74
4,1315,2.0,436.0,808.0,838,1958,1958,2,5,IDOTRR,99500,66
5,1111,1.0,288.0,530.0,581,1920,1996,1,6,IDOTRR,101000,28
4,1196,2.0,440.0,1196.0,1196,1916,1990,1,5,IDOTRR,109900,34
5,1382,2.0,660.0,720.0,854,1941,1950,1,7,OldTown,128500,74
7,1889,1.0,308.0,925.0,964,1910,1950,1,9,OldTown,122000,74
5,840,0.0,0.0,672.0,840,1930,1950,1,5,OldTown,87000,74
4,1484,1.0,264.0,771.0,866,1910,1950,2,6,IDOTRR,50000,74
7,2267,2.0,498.0,1005.0,1262,1937,1980,1,7,Sawyer,219000,44
5,3086,0.0,0.0,1598.0,1636,1946,1994,3,12,ClearCr,200500,30
5,1134,1.0,240.0,756.0,756,1940,1950,1,7,Edwards,126000,74
5,1282,1.0,240.0,672.0,778,1942,1979,1,4,SWISU,108500,45
5,999,1.0,308.0,925.0,999,1963,1963,1,6,Sawyer,130000,61
5,1452,2.0,572.0,1420.0,1452,1964,1980,1,6,Sawyer,158450,44
4,1005,2.0,440.0,1005.0,1005,1964,1964,1,5,Sawyer,115400,60
4,1029,1.0,261.0,1029.0,1029,1961,1961,1,5,Sawyer,118500,63
5,1020,2.0,528.0,980.0,1020,1964,2001,2,5,Sawyer,165000,23
5,1040,1.0,264.0,1040.0,1040,1966,1966,1,6,Sawyer,123000,58
6,913,1.0,240.0,814.0,913,1966,1966,1,6,Sawyer,129000,58
